Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
54,No,Travel_Frequently,478,Human Resources,25,3,Technical Degree,1,857,1,Female,96,1,1,Human Resources,2,Divorced,3505,15251,8,Y,Yes,18,3,3,80,3,25,3,1,16,19,12,0
53,No,Non-Travel,172,Sales,21,1,Medical,1,858,4,Male,64,3,1,Human Resources,1,Married,7363,6992,9,Y,Yes,20,3,3,80,0,6,1,3,21,11,10,14
41,No,Non-Travel,1014,Human Resources,23,4,Technical Degree,1,859,1,Male,44,2,2,Manufacturing Director,2,Divorced,17940,15646,4,Y,No,24,4,1,80,0,9,6,1,4,7,8,7
48,No,Travel_Rarely,1371,Sales,27,2,Other,1,860,1,Female,96,1,1,Human Resources,1,Divorced,12846,13870,6,Y,Yes,21,4,3,80,0,4,3,4,24,2,5,4
23,Yes,Non-Travel,959,Research & Development,16,5,Human Resources,1,861,1,Female,59,2,1,Laboratory Technician,2,Single,3010,6787,4,Y,No,12,3,2,80,2,11,5,3,5,18,13,13
19,No,Travel_Rarely,142,Sales,14,1,Other,1,862,1,Female,72,4,1,Healthcare Representative,1,Divorced,16924,23110,0,Y,No,22,3,2,80,0,31,3,1,16,10,0,17
37,Yes,Non-Travel,476,Sales,7,2,Other,1,863,2,Female,89,2,4,Human Resources,1,Divorced,15482,20756,1,Y,No,22,4,3,80,3,30,2,4,30,7,4,2
45,No,Travel_Frequently,1164,Sales,28,1,Life Sciences,1,864,1,Male,69,2,1,Manager,1,Divorced,11369,13140,4,Y,No,22,3,1,80,3,21,6,2,16,12,4,1
28,No,Travel_Rarely,269,Human Resources,28,5,Medical,1,865,1,Male,94,3,3,Laboratory Technician,3,Married,5857,5299,5,Y,Yes,14,3,2,80,3,16,5,1,32,9,6,15
21,No,Travel_Rarely,311,Research & Development,19,2,Life Sciences,1,866,2,Male,58,1,5,Human Resources,1,Married,11864,11360,6,Y,No,14,4,4,80,0,19,6,1,38,17,6,13
32,No,Travel_Frequently,138,Sales,23,5,Human Resources,1,867,2,Female,48,2,1,Manager,1,Single,12120,8451,1,Y,No,23,4,4,80,0,19,6,2,36,11,5,15
23,Yes,Travel_Rarely,468,Human Resources,17,3,Marketing,1,868,4,Male,32,2,1,Manufacturing Director,2,Divorced,13370,14941,9,Y,Yes,25,3,2,80,2,7,0,1,3,6,14,10
47,No,Non-Travel,856,Research & Development,9,5,Human Resources,1,869,3,Female,65,4,1,Manufacturing Director,1,Married,4553,17993,8,Y,Yes,21,4,2,80,1,33,1,2,13,10,14,16
55,No,Non-Travel,250,Human Resources,26,3,Medical,1,870,1,Female,72,4,3,Research Director,1,Single,17489,16620,5,Y,No,20,4,3,80,2,22,6,3,12,9,7,2
19,No,Travel_Rarely,1234,Human Resources,13,2,Technical Degree,1,871,1,Female,44,2,1,Sales Representative,4,Divorced,6389,22193,1,Y,No,22,4,1,80,3,37,2,2,26,2,1,4
32,No,Non-Travel,1170,Research & Development,22,3,Other,1,872,1,Male,70,1,1,Sales Executive,3,Single,18935,20791,1,Y,No,23,4,3,80,3,27,2,4,23,6,13,2
28,No,Travel_Rarely,1123,Sales,5,2,Marketing,1,873,4,Female,65,2,5,Manager,4,Single,13089,23248,2,Y,No,18,4,1,80,3,12,5,2,26,3,12,14
25,Yes,Travel_Frequently,836,Human Resources,23,2,Medical,1,874,1,Female,62,2,3,Research Director,2,Single,11231,15084,0,Y,No,24,3,4,80,2,28,4,3,7,7,15,4
43,Yes,Travel_Rarely,1489,Human Resources,5,4,Life Sciences,1,875,3,Female,34,3,3,Laboratory Technician,3,Single,5051,7027,8,Y,No,23,3,4,80,3,7,0,2,38,7,12,2
22,Yes,Travel_Frequently,168,Sales,10,2,Other,1,876,2,Female,43,1,1,Human Resources,3,Single,7322,6260,9,Y,Yes,23,4,1,80,3,10,1,2,20,5,6,5
23,No,Non-Travel,398,Sales,21,3,Human Resources,1,877,4,Female,97,3,3,Research Scientist,4,Single,13789,6828,3,Y,Yes,13,4,3,80,3,17,1,3,10,12,9,13
43,No,Travel_Frequently,1043,Research & Development,27,4,Life Sciences,1,878,2,Female,76,1,2,Manager,3,Single,4555,10772,4,Y,No,22,4,2,80,0,24,1,1,30,11,14,1
21,No,Non-Travel,901,Research & Development,10,4,Medical,1,879,1,Female,83,1,3,Sales Executive,4,Divorced,19473,11012,6,Y,Yes,23,3,1,80,1,21,5,1,26,2,6,17
36,No,Travel_Rarely,395,Research & Development,27,2,Medical,1,880,1,Female,33,1,3,Research Scientist,1,Divorced,14767,10315,0,Y,Yes,25,3,3,80,0,34,0,4,26,5,3,5
37,No,Non-Travel,302,Sales,7,5,Human Resources,1,881,1,Female,38,3,3,Healthcare Representative,4,Single,2458,16259,2,Y,No,23,3,4,80,0,28,6,4,7,18,11,4
50,No,Travel_Rarely,160,Human Resources,26,5,Marketing,1,882,3,Female,82,3,4,Sales Executive,3,Divorced,17701,14631,2,Y,Yes,22,3,2,80,1,20,6,2,32,10,9,13
37,No,Travel_Rarely,1045,Human Resources,15,4,Human Resources,1,883,3,Female,89,3,4,Research Director,3,Single,18066,20258,1,Y,Yes,13,4,4,80,1,6,5,1,11,3,1,16
29,No,Travel_Frequently,1062,Research & Development,7,2,Technical Degree,1,884,4,Female,75,4,4,Sales Executive,2,Divorced,6721,5123,7,Y,No,23,4,1,80,2,11,1,1,34,14,3,10
18,No,Travel_Frequently,1437,Sales,29,5,Life Sciences,1,885,2,Male,83,3,3,Human Resources,2,Married,14446,6224,4,Y,No,12,3,4,80,1,35,6,2,33,1,3,0
43,No,Travel_Frequently,1284,Human Resources,27,2,Marketing,1,886,1,Male,66,4,2,Laboratory Technician,2,Single,8304,23638,0,Y,No,11,3,4,80,2,23,3,3,15,14,11,9
31,No,Travel_Frequently,430,Research & Development,15,2,Other,1,887,1,Female,52,4,3,Research Scientist,2,Married,15565,21582,1,Y,Yes,18,4,1,80,2,31,3,1,35,16,11,8
55,No,Non-Travel,437,Human Resources,3,4,Technical Degree,1,888,1,Female,56,4,1,Sales Executive,3,Single,12199,12977,0,Y,No,24,4,2,80,0,26,0,4,1,1,5,11
54,No,Non-Travel,1427,Human Resources,19,4,Marketing,1,889,1,Female,99,2,2,Human Resources,2,Single,3920,16608,5,Y,Yes,19,4,1,80,3,31,1,2,11,6,13,0
28,No,Non-Travel,1461,Sales,10,1,Life Sciences,1,890,3,Male,95,2,4,Manufacturing Director,4,Married,15227,3210,8,Y,No,19,4,3,80,0,31,5,3,26,15,6,17
53,No,Travel_Rarely,738,Sales,28,5,Medical,1,891,2,Male,90,2,5,Sales Executive,1,Married,9694,11218,6,Y,No,21,4,1,80,0,31,4,4,16,4,2,11
30,No,Non-Travel,374,Human Resources,29,5,Other,1,892,2,Male,80,4,2,Sales Executive,3,Married,8298,23788,4,Y,No,18,3,1,80,1,25,4,1,19,15,14,1
20,No,Non-Travel,1287,Research & Development,15,5,Human Resources,1,893,4,Female,79,4,4,Sales Representative,2,Single,8629,22501,2,Y,No,15,4,2,80,1,10,4,3,20,18,9,0
50,No,Non-Travel,418,Sales,3,3,Life Sciences,1,894,3,Female,48,1,2,Research Scientist,3,Married,14719,14453,7,Y,Yes,11,3,3,80,2,17,3,4,29,1,0,0
23,No,Travel_Frequently,688,Human Resources,6,2,Technical Degree,1,895,1,Female,30,4,2,Sales Representative,2,Married,7146,7429,9,Y,Yes,19,3,4,80,2,38,5,2,19,14,2,0
27,No,Non-Travel,603,Sales,12,4,Technical Degree,1,896,2,Female,69,2,3,Sales Representative,3,Divorced,19387,17210,3,Y,No,16,4,4,80,2,4,4,3,7,3,8,11
22,No,Travel_Rarely,486,Sales,15,5,Medical,1,897,2,Male,61,4,1,Human Resources,2,Divorced,12306,10689,8,Y,Yes,22,3,4,80,1,15,1,3,17,1,0,6
40,No,Travel_Frequently,969,Sales,6,1,Medical,1,898,3,Female,51,4,5,Sales Representative,1,Married,4589,14721,4,Y,No,25,3,4,80,2,10,1,2,17,9,12,3
27,Yes,Travel_Rarely,932,Human Resources,13,5,Other,1,899,4,Male,95,1,4,Sales Executive,2,Married,6310,11885,5,Y,No,17,4,2,80,2,34,4,1,17,4,7,3
19,No,Non-Travel,1114,Research & Development,29,2,Human Resources,1,900,4,Male,69,4,2,Research Director,4,Married,4241,23142,4,Y,Yes,18,3,3,80,1,10,2,1,1,17,1,14
30,No,Travel_Frequently,702,Research & Development,19,2,Other,1,901,1,Female,67,3,5,Research Director,3,Married,15601,10182,9,Y,Yes,23,4,2,80,3,22,4,3,11,3,5,0
57,No,Travel_Rarely,790,Research & Development,3,4,Medical,1,902,4,Male,77,1,2,Manufacturing Director,3,Divorced,9711,10916,6,Y,No,15,4,1,80,0,33,2,3,31,0,2,5
19,Yes,Non-Travel,593,Sales,8,3,Medical,1,903,2,Male,84,4,1,Research Director,4,Single,2938,2375,6,Y,No,16,3,3,80,1,16,0,3,7,17,6,13
37,Yes,Travel_Rarely,589,Human Resources,8,4,Technical Degree,1,904,4,Male,84,4,5,Manufacturing Director,4,Married,6301,22782,0,Y,No,22,4,3,80,2,9,0,4,9,19,1,13
18,No,Travel_Rarely,820,Sales,23,5,Medical,1,905,1,Male,80,1,4,Research Director,1,Married,5970,22243,1,Y,Yes,23,4,4,80,0,17,1,3,10,5,3,9
54,No,Travel_Rarely,1196,Research & Development,26,1,Marketing,1,906,2,Female,89,4,2,Healthcare Representative,3,Divorced,5999,20070,6,Y,No,17,3,4,80,1,7,5,1,13,19,9,6
26,No,Non-Travel,608,Research & Development,20,4,Life Sciences,1,907,4,Female,37,2,1,Manufacturing Director,1,Married,5408,7012,7,Y,No,17,4,4,80,0,25,3,2,25,19,8,11
34,No,Non-Travel,489,Human Resources,15,3,Medical,1,908,4,Male,97,3,5,Manager,3,Married,15807,18640,3,Y,No,12,3,4,80,0,2,5,2,29,13,5,8
26,No,Travel_Rarely,394,Sales,4,4,Other,1,909,3,Female,38,3,2,Research Scientist,3,Divorced,10962,21984,5,Y,No,24,3,1,80,3,23,1,2,3,9,3,2
28,No,Travel_Frequently,1492,Research & Development,19,2,Human Resources,1,910,1,Male,31,2,2,Research Scientist,1,Married,18632,2050,9,Y,No,21,4,4,80,2,2,1,3,38,17,1,3
32,No,Travel_Frequently,895,Human Resources,21,5,Human Resources,1,911,4,Female,99,4,4,Research Scientist,3,Married,15385,8590,2,Y,No,22,3,2,80,1,37,5,3,10,8,9,12
41,No,Non-Travel,964,Sales,3,5,Human Resources,1,912,3,Female,88,4,1,Human Resources,3,Divorced,7950,9437,6,Y,Yes,24,4,3,80,2,1,3,2,23,11,13,9
55,Yes,Non-Travel,648,Sales,13,5,Marketing,1,913,2,Female,48,3,3,Laboratory Technician,1,Single,4926,17162,2,Y,No,11,3,1,80,3,34,1,4,21,9,8,13
52,No,Non-Travel,748,Research & Development,8,5,Other,1,914,3,Female,57,4,2,Manufacturing Director,2,Married,9975,18978,6,Y,No,18,4,1,80,3,16,6,4,2,18,14,5
47,No,Non-Travel,667,Research & Development,23,5,Marketing,1,915,3,Female,43,3,5,Research Director,1,Married,8966,15105,7,Y,Yes,15,4,3,80,1,8,6,4,36,5,3,7
48,No,Non-Travel,1310,Sales,16,5,Medical,1,916,4,Male,53,3,4,Manufacturing Director,3,Single,11133,6731,2,Y,Yes,20,3,3,80,1,35,3,4,1,13,8,9
22,No,Travel_Frequently,952,Sales,13,1,Life Sciences,1,917,4,Female,73,2,4,Sales Representative,4,Divorced,8587,5873,1,Y,No,25,3,3,80,3,21,1,1,11,7,13,4
31,No,Non-Travel,869,Research & Development,3,3,Human Resources,1,918,4,Male,85,3,2,Healthcare Representative,2,Single,7091,13628,5,Y,Yes,12,4,1,80,1,30,6,2,20,13,1,4
28,No,Travel_Rarely,544,Sales,16,5,Other,1,919,3,Male,80,4,2,Human Resources,4,Married,10985,11264,3,Y,No,13,4,2,80,0,33,0,1,4,10,6,4
26,Yes,Travel_Rarely,462,Research & Development,9,3,Human Resources,1,920,2,Female,61,4,2,Manufacturing Director,2,Single,19061,7748,7,Y,Yes,16,3,2,80,0,23,2,3,6,15,10,8
51,No,Travel_Frequently,222,Sales,28,5,Marketing,1,921,1,Male,79,1,3,Laboratory Technician,4,Divorced,3561,23621,1,Y,Yes,20,4,3,80,3,8,1,4,3,19,10,8
29,No,Travel_Rarely,1311,Research & Development,14,4,Technical Degree,1,922,3,Female,70,4,2,Research Scientist,2,Married,10644,3476,3,Y,No,16,4,1,80,2,1,2,4,35,5,4,14
52,No,Travel_Frequently,841,Human Resources,13,5,Medical,1,923,4,Male,95,1,1,Sales Executive,1,Divorced,16785,23254,1,Y,Yes,18,3,4,80,1,20,4,2,21,14,7,8
52,Yes,Travel_Frequently,779,Research & Development,21,2,Life Sciences,1,924,1,Male,54,3,5,Manager,2,Divorced,5656,10032,1,Y,No,15,3,1,80,1,33,6,4,28,14,10,13
18,No,Travel_Rarely,519,Research & Development,25,1,Medical,1,925,2,Female,90,4,2,Research Scientist,2,Single,18139,5020,1,Y,Yes,15,4,3,80,0,26,1,2,8,13,13,5
57,Yes,Non-Travel,1375,Human Resources,7,4,Technical Degree,1,926,1,Female,95,2,3,Research Director,2,Single,2209,24450,0,Y,No,17,3,1,80,1,36,0,3,25,11,7,7
39,No,Travel_Rarely,1458,Sales,15,4,Life Sciences,1,927,4,Female,71,2,5,Manager,3,Divorced,6983,14684,3,Y,Yes,20,3,1,80,2,6,3,4,11,1,13,1
46,No,Travel_Rarely,191,Human Resources,7,2,Technical Degree,1,928,3,Female,94,2,4,Healthcare Representative,4,Divorced,9141,12922,1,Y,No,23,4,1,80,1,21,0,4,0,7,13,4
25,No,Travel_Frequently,162,Research & Development,6,5,Medical,1,929,3,Male,65,3,2,Research Scientist,1,Married,12118,17386,8,Y,No,24,3,4,80,1,3,2,1,7,18,3,16
28,No,Travel_Rarely,611,Sales,2,1,Marketing,1,930,4,Female,38,3,5,Sales Representative,4,Divorced,18261,10066,8,Y,No,25,3,3,80,0,13,3,2,32,13,12,9
58,No,Travel_Frequently,1262,Human Resources,9,4,Medical,1,931,3,Male,65,1,4,Research Scientist,4,Divorced,5966,14089,6,Y,No,15,4,3,80,1,33,0,2,3,4,3,13
54,Yes,Non-Travel,1308,Sales,22,1,Medical,1,932,4,Male,67,2,3,Healthcare Representative,1,Single,12069,15408,5,Y,Yes,25,3,3,80,3,22,0,4,13,8,14,17
31,Yes,Non-Travel,1328,Sales,24,4,Medical,1,933,3,Male,62,1,1,Research Scientist,3,Divorced,10818,10167,2,Y,No,19,4,2,80,3,24,0,1,28,12,7,0
47,No,Non-Travel,871,Human Resources,17,5,Other,1,934,3,Male,71,1,2,Research Scientist,2,Divorced,12918,14816,6,Y,Yes,16,3,2,80,2,0,5,4,13,8,2,1
52,No,Travel_Rarely,1337,Sales,5,4,Technical Degree,1,935,3,Male,90,4,1,Sales Representative,3,Single,11650,23164,0,Y,Yes,17,3,3,80,2,14,3,2,8,13,6,3
38,No,Travel_Frequently,355,Human Resources,12,4,Technical Degree,1,936,2,Male,75,4,3,Human Resources,3,Married,3250,22429,8,Y,No,22,4,1,80,2,31,0,2,8,4,7,12
54,No,Non-Travel,234,Research & Development,1,3,Human Resources,1,937,2,Female,90,2,5,Healthcare Representative,2,Single,6758,4233,3,Y,No,18,3,1,80,2,13,6,4,25,1,7,15
22,No,Travel_Frequently,974,Sales,10,5,Technical Degree,1,938,4,Male,47,3,5,Sales Representative,4,Single,6363,10117,5,Y,Yes,23,3,3,80,0,20,6,3,16,6,10,4
36,No,Travel_Frequently,921,Research & Development,11,2,Human Resources,1,939,2,Male,99,4,3,Manufacturing Director,2,Divorced,4163,16550,5,Y,Yes,15,3,4,80,1,6,0,4,3,15,9,9
31,No,Non-Travel,187,Research & Development,16,2,Other,1,940,4,Male,44,3,3,Research Scientist,1,Divorced,11815,8359,2,Y,Yes,24,3,4,80,0,35,2,1,2,10,3,16
43,No,Non-Travel,1087,Sales,14,5,Marketing,1,941,1,Female,77,1,2,Laboratory Technician,2,Married,3853,16364,3,Y,No,21,3,1,80,2,20,0,2,28,10,8,10
21,No,Travel_Frequently,1330,Human Resources,8,2,Human Resources,1,942,1,Female,42,1,4,Research Scientist,4,Divorced,19137,6197,9,Y,No,14,3,1,80,1,39,6,2,24,11,14,4
42,No,Non-Travel,1252,Sales,24,5,Medical,1,943,2,Male,72,1,1,Healthcare Representative,3,Married,3868,12293,2,Y,Yes,25,4,2,80,3,11,0,4,20,12,9,14
59,No,Travel_Frequently,922,Research & Development,17,2,Marketing,1,944,1,Female,89,1,1,Manager,3,Married,18565,11332,5,Y,Yes,22,3,4,80,0,14,4,3,11,7,3,3
42,No,Travel_Frequently,1126,Research & Development,25,3,Other,1,945,1,Male,86,2,5,Sales Representative,2,Married,19897,2615,0,Y,Yes,25,3,1,80,1,14,3,2,0,15,7,6
35,Yes,Non-Travel,1073,Human Resources,18,2,Technical Degree,1,946,3,Female,46,1,5,Laboratory Technician,1,Married,17568,14844,7,Y,No,18,4,1,80,3,16,4,4,0,0,5,9
57,No,Travel_Rarely,1033,Sales,12,4,Human Resources,1,947,3,Male,79,4,2,Manufacturing Director,4,Divorced,11094,14401,7,Y,Yes,22,4,3,80,3,33,5,3,6,12,4,3
25,No,Non-Travel,220,Research & Development,25,5,Medical,1,948,4,Female,61,1,3,Research Director,3,Single,7238,19950,8,Y,Yes,20,4,2,80,2,34,2,4,9,10,14,4
56,No,Travel_Rarely,1161,Research & Development,17,1,Life Sciences,1,949,1,Female,51,3,1,Manufacturing Director,2,Single,9089,11168,5,Y,Yes,19,3,4,80,3,38,4,4,14,3,3,4
57,No,Travel_Frequently,1464,Research & Development,28,1,Life Sciences,1,950,4,Female,84,4,2,Sales Representative,1,Divorced,7280,11508,0,Y,Yes,11,4,4,80,3,37,5,4,39,3,4,10
31,No,Travel_Frequently,1107,Human Resources,26,5,Marketing,1,951,4,Male,86,3,5,Manager,1,Divorced,6244,17554,2,Y,No,13,4,2,80,2,13,1,2,10,14,14,4
49,No,Travel_Rarely,1024,Research & Development,14,3,Technical Degree,1,952,1,Male,42,3,5,Sales Representative,3,Married,4164,4339,0,Y,Yes,22,3,1,80,1,4,3,3,22,2,12,7
55,No,Travel_Frequently,744,Research & Development,16,2,Life Sciences,1,953,2,Male,76,2,1,Sales Executive,3,Divorced,17149,18246,4,Y,No,14,4,4,80,1,29,0,1,12,18,14,6
50,No,Travel_Rarely,813,Sales,14,3,Marketing,1,954,1,Female,91,2,5,Laboratory Technician,4,Single,16088,10109,2,Y,No,23,3,4,80,2,3,4,1,26,1,10,7
40,No,Travel_Rarely,959,Sales,9,1,Other,1,955,3,Female,83,3,5,Manager,1,Divorced,4821,12288,1,Y,Yes,17,3,4,80,0,14,4,2,16,5,0,12
32,No,Travel_Frequently,120,Research & Development,4,5,Marketing,1,956,1,Male,58,3,4,Laboratory Technician,4,Divorced,12473,15317,2,Y,No,16,3,3,80,2,38,0,2,12,7,6,4
50,No,Travel_Rarely,341,Research & Development,25,5,Marketing,1,957,2,Female,51,1,3,Sales Representative,1,Married,15686,18762,8,Y,Yes,20,3,2,80,1,34,0,4,11,16,7,17
42,No,Non-Travel,554,Sales,23,3,Marketing,1,958,4,Male,94,4,5,Human Resources,1,Married,11762,5465,7,Y,Yes,20,3,4,80,0,9,2,4,28,4,11,8
34,No,Non-Travel,1062,Human Resources,11,3,Medical,1,959,4,Male,58,1,4,Laboratory Technician,2,Married,7969,24389,2,Y,Yes,21,4,2,80,2,1,4,3,20,1,8,1
50,No,Travel_Frequently,720,Human Resources,6,2,Marketing,1,960,3,Male,77,2,2,Sales Executive,3,Married,14178,20655,1,Y,Yes,11,3,1,80,1,23,4,4,19,11,12,15
19,No,Travel_Frequently,402,Human Resources,15,4,Human Resources,1,961,3,Male,34,2,5,Manager,1,Single,8168,19391,4,Y,Yes,14,4,2,80,1,27,6,3,19,4,2,13
31,No,Travel_Rarely,902,Human Resources,5,4,Marketing,1,962,3,Female,64,1,2,Sales Executive,4,Divorced,19097,8800,0,Y,No,16,3,3,80,1,21,1,4,30,9,14,16
57,No,Travel_Rarely,1063,Human Resources,11,2,Medical,1,963,4,Female,75,4,5,Sales Executive,3,Divorced,16096,18493,3,Y,No,13,4,3,80,3,31,6,4,7,8,8,5
57,No,Travel_Rarely,168,Human Resources,25,4,Medical,1,964,3,Female,64,3,1,Research Director,4,Married,9203,4771,7,Y,Yes,25,3,2,80,3,30,5,1,23,19,9,2
56,No,Travel_Rarely,1252,Human Resources,18,1,Other,1,965,1,Male,74,1,4,Human Resources,3,Single,5545,5883,0,Y,No,12,3,3,80,0,18,1,2,10,7,4,16
23,No,Non-Travel,295,Human Resources,13,4,Technical Degree,1,966,4,Female,42,2,4,Research Scientist,3,Single,2863,4600,4,Y,Yes,12,3,4,80,0,20,6,3,38,0,9,12
23,No,Non-Travel,239,Sales,11,2,Life Sciences,1,967,2,Male,39,4,1,Human Resources,1,Divorced,18148,7518,3,Y,No,20,4,3,80,0,2,4,1,32,5,5,5
20,No,Travel_Frequently,382,Human Resources,14,4,Life Sciences,1,968,4,Male,95,2,3,Healthcare Representative,2,Married,19809,21627,5,Y,No,22,4,1,80,3,5,1,4,14,10,0,7
24,No,Travel_Rarely,411,Human Resources,28,5,Marketing,1,969,1,Male,99,4,4,Research Director,1,Divorced,2653,19389,6,Y,Yes,22,4,2,80,0,31,4,1,3,2,8,5
25,Yes,Travel_Rarely,845,Human Resources,18,3,Other,1,970,1,Male,54,4,2,Sales Representative,3,Divorced,10129,18689,8,Y,No,14,3,2,80,1,1,3,3,0,14,8,15
59,No,Travel_Frequently,376,Research & Development,27,1,Marketing,1,971,3,Male,73,4,4,Sales Representative,1,Single,2443,17923,0,Y,No,23,3,1,80,1,23,2,2,31,10,5,5
32,No,Travel_Rarely,160,Sales,28,5,Life Sciences,1,972,4,Male,89,1,3,Manufacturing Director,1,Single,7106,7701,9,Y,No,11,4,1,80,0,26,1,1,10,4,7,16
46,No,Travel_Rarely,1442,Sales,25,5,Medical,1,973,4,Female,76,1,2,Research Scientist,3,Divorced,6436,2958,3,Y,Yes,25,3,1,80,0,8,4,3,29,15,3,2
50,No,Travel_Rarely,151,Sales,28,2,Technical Degree,1,974,4,Female,69,1,2,Healthcare Representative,3,Married,11472,23654,5,Y,No,20,4,1,80,3,12,1,4,36,6,4,11
47,No,Travel_Rarely,252,Human Resources,19,3,Other,1,975,2,Female,36,4,1,Laboratory Technician,1,Married,5039,9595,9,Y,No,12,3,4,80,1,13,5,1,18,5,4,5
56,No,Travel_Rarely,1434,Human Resources,24,3,Medical,1,976,3,Female,75,4,5,Human Resources,1,Divorced,10291,5538,6,Y,No,23,4,3,80,2,10,2,2,35,8,6,6
44,No,Travel_Frequently,643,Research & Development,27,1,Technical Degree,1,977,1,Male,52,2,1,Manager,1,Divorced,12278,20014,6,Y,No,20,4,3,80,2,13,3,3,33,6,6,10
53,No,Travel_Rarely,666,Sales,15,2,Other,1,978,1,Male,75,3,5,Sales Executive,4,Married,18285,11983,7,Y,No,25,3,4,80,3,15,0,2,6,2,6,8
46,No,Travel_Frequently,721,Human Resources,9,1,Other,1,979,3,Female,42,1,1,Laboratory Technician,1,Married,15944,4603,9,Y,No,12,4,1,80,3,9,0,4,19,10,4,15
55,No,Travel_Rarely,1300,Sales,8,4,Life Sciences,1,980,1,Female,50,4,5,Manufacturing Director,4,Married,4737,15467,7,Y,No,14,3,2,80,3,19,1,2,11,11,3,4
50,Yes,Non-Travel,1485,Research & Development,20,5,Medical,1,981,1,Female,30,2,4,Human Resources,2,Divorced,3607,2205,7,Y,No,14,3,2,80,1,15,4,4,31,10,7,14
54,Yes,Non-Travel,413,Research & Development,28,1,Other,1,982,3,Female,48,2,2,Manager,4,Single,4953,14442,7,Y,No,11,3,2,80,0,33,5,4,1,1,0,3
44,No,Non-Travel,906,Research & Development,1,5,Human Resources,1,983,1,Female,89,2,5,Manufacturing Director,1,Married,14173,7691,7,Y,Yes,17,4,1,80,0,15,2,1,21,0,0,4
50,No,Non-Travel,947,Sales,4,2,Other,1,984,4,Female,62,1,4,Sales Executive,2,Married,7933,8141,5,Y,No,17,4,4,80,3,13,3,4,39,1,5,6
21,No,Travel_Frequently,196,Human Resources,14,4,Technical Degree,1,985,2,Female,33,1,3,Research Director,4,Married,13386,21529,8,Y,No,20,4,4,80,1,27,3,2,23,13,1,2
39,No,Travel_Frequently,980,Human Resources,25,2,Life Sciences,1,986,3,Female,32,3,1,Research Scientist,4,Divorced,17221,21504,2,Y,No,21,3,4,80,2,17,6,1,30,12,11,3
19,No,Travel_Rarely,1336,Research & Development,2,4,Marketing,1,987,2,Male,81,2,3,Research Director,3,Single,6682,8728,5,Y,No,20,3,3,80,3,25,3,4,3,4,2,14
27,Yes,Non-Travel,928,Human Resources,16,4,Life Sciences,1,988,1,Male,57,1,4,Manager,2,Single,16853,8030,4,Y,No,20,4,3,80,1,37,0,3,23,1,3,1
22,Yes,Travel_Frequently,236,Research & Development,3,5,Marketing,1,989,1,Male,99,2,3,Research Director,3,Married,13284,18562,7,Y,Yes,11,3,3,80,3,6,2,3,16,18,13,4
27,No,Travel_Rarely,1129,Sales,26,2,Medical,1,990,4,Male,99,4,3,Manager,2,Divorced,13154,23551,3,Y,Yes,21,3,3,80,1,33,6,4,39,16,15,6
50,No,Travel_Rarely,1110,Research & Development,8,2,Medical,1,991,3,Female,84,2,4,Healthcare Representative,4,Single,11047,15383,3,Y,Yes,18,4,2,80,1,6,0,1,18,10,1,16
55,No,Travel_Frequently,208,Sales,6,1,Other,1,992,1,Male,86,3,2,Healthcare Representative,3,Divorced,12338,18496,9,Y,Yes,20,4,2,80,3,32,1,1,39,15,9,7
30,No,Non-Travel,646,Research & Development,16,2,Human Resources,1,993,3,Female,45,1,5,Research Director,1,Single,16323,10948,9,Y,No,24,3,4,80,0,34,3,1,37,19,6,8
48,No,Travel_Rarely,1162,Human Resources,24,1,Medical,1,994,3,Male,53,4,1,Sales Representative,4,Married,6925,11088,4,Y,No,24,3,3,80,3,38,2,2,33,17,14,9
53,No,Non-Travel,761,Human Resources,16,3,Other,1,995,3,Female,98,1,5,Research Director,2,Divorced,7783,16214,5,Y,No,17,4,4,80,0,20,3,3,32,19,9,10
41,No,Non-Travel,524,Research & Development,7,3,Life Sciences,1,996,3,Female,70,4,1,Research Director,2,Married,14343,10977,3,Y,Yes,17,4,1,80,0,27,0,4,5,7,0,0
32,No,Non-Travel,729,Human Resources,13,3,Medical,1,997,3,Male,76,2,5,Sales Representative,3,Single,11917,3803,1,Y,Yes,21,3,3,80,2,31,0,4,35,1,2,14
46,Yes,Travel_Rarely,360,Human Resources,13,2,Life Sciences,1,998,2,Male,98,2,3,Research Scientist,3,Single,12145,17389,1,Y,Yes,16,3,3,80,1,15,0,3,12,16,1,7
25,Yes,Non-Travel,186,Human Resources,5,2,Life Sciences,1,999,4,Female,60,3,2,Human Resources,2,Married,8723,20682,2,Y,Yes,22,3,4,80,3,9,3,2,8,10,12,11
22,No,Travel_Rarely,564,Sales,25,1,Human Resources,1,1000,3,Female,59,3,3,Sales Representative,4,Single,18568,14270,1,Y,No,14,4,4,80,1,22,2,1,34,13,8,5
